folder,doi,publisher,crossref_license,unpaywall_license,oa_status,classification,reason
10.5194_amt-15-1395-2022,10.5194/amt-15-1395-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_acp-22-1951-2022,10.5194/acp-22-1951-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-15-1491-2022,10.5194/amt-15-1491-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_essd-17-1693-2025,10.5194/essd-17-1693-2025,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-9-1-2020,10.5194/jsss-9-1-2020,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_acp-25-12955-2025,10.5194/acp-25-12955-2025,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-15-5399-2022,10.5194/amt-15-5399-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-13-123-2024,10.5194/jsss-13-123-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-17-73-2024,10.5194/amt-17-73-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-7-349-2018,10.5194/jsss-7-349-2018,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-17-899-2024,10.5194/amt-17-899-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_gmd-17-381-2024,10.5194/gmd-17-381-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_hess-25-5219-2021,10.5194/hess-25-5219-2021,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-12-123-2023,10.5194/jsss-12-123-2023,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_bg-22-5651-2025,10.5194/bg-22-5651-2025,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_isprs-archives-xlviii-m-7-2025-121-2025,10.5194/isprs-archives-xlviii-m-7-2025-121-2025,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-15-6447-2022,10.5194/amt-15-6447-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_gi-9-275-2020,10.5194/gi-9-275-2020,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_acp-24-5433-2024,10.5194/acp-24-5433-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-13-969-2020,10.5194/amt-13-969-2020,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-17-181-2024,10.5194/amt-17-181-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_hess-22-5889-2018,10.5194/hess-22-5889-2018,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_tc-13-1565-2019,10.5194/tc-13-1565-2019,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_nhess-14-3123-2014,10.5194/nhess-14-3123-2014,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_acp-19-14107-2019,10.5194/acp-19-14107-2019,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-5-55-2016,10.5194/jsss-5-55-2016,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_hess-16-2499-2012,10.5194/hess-16-2499-2012,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_tc-16-2373-2022,10.5194/tc-16-2373-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-13-245-2024,10.5194/jsss-13-245-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-15-2001-2022,10.5194/amt-15-2001-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-11-3569-2018,10.5194/amt-11-3569-2018,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-9-1505-2016,10.5194/amt-9-1505-2016,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_acp-17-11273-2017,10.5194/acp-17-11273-2017,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-7-4431-2014,10.5194/amt-7-4431-2014,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-7-507-2018,10.5194/jsss-7-507-2018,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_acp-20-99-2020,10.5194/acp-20-99-2020,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_gi-7-143-2018,10.5194/gi-7-143-2018,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_dwes-12-39-2019,10.5194/dwes-12-39-2019,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_hess-26-5817-2022,10.5194/hess-26-5817-2022,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-10-2627-2017,10.5194/amt-10-2627-2017,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_essd-16-4777-2024,10.5194/essd-16-4777-2024,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_gi-9-337-2020,10.5194/gi-9-337-2020,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_isprs-archives-xlviii-m-6-2025-61-2025,10.5194/isprs-archives-xlviii-m-6-2025-61-2025,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_dwes-14-95-2021,10.5194/dwes-14-95-2021,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-7-81-2014,10.5194/amt-7-81-2014,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-8-75-2019,10.5194/jsss-8-75-2019,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_ars-5-135-2007,10.5194/ars-5-135-2007,Copernicus,CC-BY-NC-SA,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_hess-21-3879-2017,10.5194/hess-21-3879-2017,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_jsss-7-235-2018,10.5194/jsss-7-235-2018,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_os-15-127-2019,10.5194/os-15-127-2019,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_amt-9-2179-2016,10.5194/amt-9-2179-2016,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.5194_isprs-archives-xlviii-m-7-2025-229-2025,10.5194/isprs-archives-xlviii-m-7-2025-229-2025,Copernicus,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0134298,10.1371/journal.pone.0134298,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.ppat.1003703,10.1371/journal.ppat.1003703,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.ppat.1003989,10.1371/journal.ppat.1003989,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0264561,10.1371/journal.pone.0264561,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pntd.0004639,10.1371/journal.pntd.0004639,PLOS,CC0,CC-BY,gold,GREEN,"CC0 (open, redistributable + derivatives)"
10.1371_journal.pone.0087299,10.1371/journal.pone.0087299,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pgen.1011208,10.1371/journal.pgen.1011208,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pdig.0000584,10.1371/journal.pdig.0000584,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0174407,10.1371/journal.pone.0174407,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0244910,10.1371/journal.pone.0244910,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0091582,10.1371/journal.pone.0091582,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0138710,10.1371/journal.pone.0138710,PLOS,CC0,CC-BY,gold,GREEN,"CC0 (open, redistributable + derivatives)"
10.1371_journal.pone.0092475,10.1371/journal.pone.0092475,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0101801,10.1371/journal.pone.0101801,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0194496,10.1371/journal.pone.0194496,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0112070,10.1371/journal.pone.0112070,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pcbi.1000727,10.1371/journal.pcbi.1000727,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pbio.0000068,10.1371/journal.pbio.0000068,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0022246,10.1371/journal.pone.0022246,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0281102,10.1371/journal.pone.0281102,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0051779,10.1371/journal.pone.0051779,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0063240,10.1371/journal.pone.0063240,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0092202,10.1371/journal.pone.0092202,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0317739,10.1371/journal.pone.0317739,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0066178,10.1371/journal.pone.0066178,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0037184,10.1371/journal.pone.0037184,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0043792,10.1371/journal.pone.0043792,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0113418,10.1371/journal.pone.0113418,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0207434,10.1371/journal.pone.0207434,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0186286,10.1371/journal.pone.0186286,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0262333,10.1371/journal.pone.0262333,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0167343,10.1371/journal.pone.0167343,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0181490,10.1371/journal.pone.0181490,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0046829,10.1371/journal.pone.0046829,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0239010,10.1371/journal.pone.0239010,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0250550,10.1371/journal.pone.0250550,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0032336,10.1371/journal.pone.0032336,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0266632,10.1371/journal.pone.0266632,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0183268,10.1371/journal.pone.0183268,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0149612,10.1371/journal.pone.0149612,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0036735,10.1371/journal.pone.0036735,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pntd.0004300,10.1371/journal.pntd.0004300,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0012732,10.1371/journal.pone.0012732,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0068932,10.1371/journal.pone.0068932,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0323644,10.1371/journal.pone.0323644,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0102083,10.1371/journal.pone.0102083,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0139095,10.1371/journal.pone.0139095,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pbio.1002267,10.1371/journal.pbio.1002267,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0124602,10.1371/journal.pone.0124602,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0300187,10.1371/journal.pone.0300187,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0022976,10.1371/journal.pone.0022976,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.ppat.1004944,10.1371/journal.ppat.1004944,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0227684,10.1371/journal.pone.0227684,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0118200,10.1371/journal.pone.0118200,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0075695,10.1371/journal.pone.0075695,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0141087,10.1371/journal.pone.0141087,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0093908,10.1371/journal.pone.0093908,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0262240,10.1371/journal.pone.0262240,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0115819,10.1371/journal.pone.0115819,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0179855,10.1371/journal.pone.0179855,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0050287,10.1371/journal.pone.0050287,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0118606,10.1371/journal.pone.0118606,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0164367,10.1371/journal.pone.0164367,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0070272,10.1371/journal.pone.0070272,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0037893,10.1371/journal.pone.0037893,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0155190,10.1371/journal.pone.0155190,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0335351,10.1371/journal.pone.0335351,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0288919,10.1371/journal.pone.0288919,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pcbi.1003115,10.1371/journal.pcbi.1003115,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0078768,10.1371/journal.pone.0078768,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0056469,10.1371/journal.pone.0056469,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0161494,10.1371/journal.pone.0161494,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0294311,10.1371/journal.pone.0294311,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0297398,10.1371/journal.pone.0297398,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0207247,10.1371/journal.pone.0207247,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pgen.1000788,10.1371/journal.pgen.1000788,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pgen.1010335,10.1371/journal.pgen.1010335,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0107749,10.1371/journal.pone.0107749,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0185894,10.1371/journal.pone.0185894,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_JOURNAL.PPAT.1009030,10.1371/JOURNAL.PPAT.1009030,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pcbi.1011275,10.1371/journal.pcbi.1011275,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0070715,10.1371/journal.pone.0070715,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.ppat.1009857,10.1371/journal.ppat.1009857,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0052212,10.1371/journal.pone.0052212,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0091121,10.1371/journal.pone.0091121,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0140423,10.1371/journal.pone.0140423,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.ppat.1001290,10.1371/journal.ppat.1001290,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0029575,10.1371/journal.pone.0029575,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0137270,10.1371/journal.pone.0137270,PLOS,CC0,CC-BY,gold,GREEN,"CC0 (open, redistributable + derivatives)"
10.1371_journal.pone.0160359,10.1371/journal.pone.0160359,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.ppat.0040017,10.1371/journal.ppat.0040017,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0253463,10.1371/journal.pone.0253463,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0297464,10.1371/journal.pone.0297464,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0026316,10.1371/journal.pone.0026316,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.ppat.1003861,10.1371/journal.ppat.1003861,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pcbi.1005126,10.1371/journal.pcbi.1005126,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0075836,10.1371/journal.pone.0075836,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0157923,10.1371/journal.pone.0157923,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pbio.3000732,10.1371/journal.pbio.3000732,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0081742,10.1371/journal.pone.0081742,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0129203,10.1371/journal.pone.0129203,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0172842,10.1371/journal.pone.0172842,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0210869,10.1371/journal.pone.0210869,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0054162,10.1371/journal.pone.0054162,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0016850,10.1371/journal.pone.0016850,PLOS,none,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0170625,10.1371/journal.pone.0170625,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0200812,10.1371/journal.pone.0200812,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pcbi.1011059,10.1371/journal.pcbi.1011059,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0005228,10.1371/journal.pone.0005228,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0163856,10.1371/journal.pone.0163856,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0111811,10.1371/journal.pone.0111811,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0134444,10.1371/journal.pone.0134444,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0001224,10.1371/journal.pone.0001224,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pcbi.1012489,10.1371/journal.pcbi.1012489,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0041667,10.1371/journal.pone.0041667,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0149096,10.1371/journal.pone.0149096,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pgen.1006667,10.1371/journal.pgen.1006667,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pgen.1000073,10.1371/journal.pgen.1000073,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0184487,10.1371/journal.pone.0184487,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0158766,10.1371/journal.pone.0158766,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pwat.0000188,10.1371/journal.pwat.0000188,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0024986,10.1371/journal.pone.0024986,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0245258,10.1371/journal.pone.0245258,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0312931,10.1371/journal.pone.0312931,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0133039,10.1371/journal.pone.0133039,PLOS,CC0,CC-BY,gold,GREEN,"CC0 (open, redistributable + derivatives)"
10.1371_journal.pone.0052247,10.1371/journal.pone.0052247,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0239047,10.1371/journal.pone.0239047,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
10.1371_journal.pone.0297581,10.1371/journal.pone.0297581,PLOS,CC-BY,CC-BY,gold,GREEN,"CC-BY (open, redistributable + derivatives)"
